2	4	6	1	2	2	2	1	1	B
2	3	6	2	2	2	2	1	1	B
1	6	2	3	2	2	1	1	1	B
2	3	6	2	2	2	2	1	1	B
2	3	5	2	3	2	2	1	1	B
2	3	5	2	2	2	2	1	2	B
2	3	5	2	2	2	2	1	1	B
2	2	5	3	3	2	2	1	1	B
4	3	7	1	2	2	3	1	2	B
2	3	5	2	3	2	2	1	1	B
2	3	5	2	3	2	3	1	2	B
2	3	3	2	3	2	2	1	1	B
2	2	3	2	3	2	2	1	1	B
4	3	5	2	2	2	3	1	1	B
4	3	7	1	2	2	3	1	2	B
3	1	3	1	3	2	3	1	2	B
2	2	2	2	3	2	3	1	1	B
4	3	2	2	2	2	3	1	1	B
2	2	2	2	3	2	3	1	2	B
2	1	2	2	2	2	3	1	1	B
4	2	2	1	3	2	4	1	2	B
5	4	2	1	1	2	5	1	1	B
5	4	2	1	1	2	5	1	1	B
5	1	1	3	2	2	5	1	3	B
5	1	1	3	1	2	5	2	3	B
5	1	1	1	1	2	5	1	2	B
5	6	1	1	2	2	5	1	1	B
4	4	1	1	3	1	5	1	1	B
5	1	1	1	3	1	5	1	1	B
5	1	1	1	3	1	5	1	1	B
5	2	1	1	2	2	5	1	1	B
4	4	8	1	2	2	2	1	2	B
4	3	8	1	2	2	3	1	1	B
4	4	8	1	2	2	2	1	1	B
4	3	8	2	2	2	2	1	2	B
2	4	7	3	2	2	2	1	1	B
2	3	7	2	2	2	2	1	3	B
2	4	6	2	2	2	2	1	1	B
4	3	8	1	2	2	3	1	1	B
2	3	6	2	2	2	2	1	2	B
2	3	6	2	2	2	2	1	1	B
2	4	5	2	2	2	2	1	1	B
5	3	7	1	2	2	3	1	1	B
4	3	7	2	2	2	3	1	2	B
2	3	7	1	2	2	3	1	1	B
5	4	1	2	2	2	4	1	2	B
5	4	1	2	2	2	4	1	2	B
5	4	1	2	2	2	5	1	2	B
5	4	1	1	2	2	5	1	1	B
5	4	1	1	1	2	5	1	2	B
4	4	8	1	2	2	2	1	1	B
4	4	8	2	2	2	2	1	2	B
4	3	8	1	2	2	2	1	1	B
3	3	8	1	2	2	3	1	3	B
4	3	8	1	3	2	3	1	2	B
2	3	7	2	2	2	2	1	1	B
2	2	6	2	3	2	2	1	1	B
2	3	6	2	3	2	2	1	1	B
2	3	6	2	2	2	2	1	1	B
4	3	7	1	2	2	3	1	2	B
2	3	6	2	2	2	2	1	2	B
2	3	5	3	2	2	2	1	1	B
2	3	2	1	2	2	3	1	2	B
4	3	7	1	2	2	3	1	3	B
3	4	7	1	2	2	3	1	1	C
2	3	6	1	2	2	3	1	1	C
2	3	6	1	2	2	3	1	2	C
2	1	6	1	2	2	3	1	1	C
2	3	5	2	2	2	3	1	2	C
5	6	8	1	2	1	4	1	1	C
3	4	7	1	2	2	3	1	1	C
2	4	4	1	2	2	3	1	1	C
2	3	6	1	2	2	3	1	1	C
2	3	4	1	2	2	3	1	1	C
2	4	4	1	2	2	3	1	1	C
5	5	8	1	2	2	4	1	1	C
3	4	5	2	2	2	3	1	1	C
3	4	4	2	2	2	3	1	1	C
4	3	3	2	2	2	3	1	1	C
5	4	6	1	2	2	3	1	2	C
5	6	8	1	2	2	3	1	3	C
1	5	1	3	1	2	1	2	1	D
5	2	1	3	2	2	5	1	1	D
5	1	1	2	2	2	5	1	1	D
5	1	1	2	3	2	5	1	1	D
5	2	1	2	3	2	5	1	1	D
2	3	1	3	3	2	5	1	1	D
5	3	1	2	3	2	5	1	1	D
5	4	1	2	2	2	5	1	1	D
1	3	1	3	1	2	1	1	1	D
1	3	1	3	1	2	1	1	1	D
5	3	1	2	2	2	5	1	1	D
5	3	1	3	2	2	4	1	3	D
5	3	1	2	3	2	5	1	3	D
5	5	1	2	2	1	4	1	1	E
5	4	1	1	2	1	4	1	1	E
4	6	1	2	2	1	4	1	1	E
4	6	1	2	2	1	4	1	1	E
1	6	1	2	3	1	1	1	1	E
4	6	1	2	2	1	4	1	1	E
5	6	1	3	2	1	5	1	1	E
5	6	1	1	3	1	5	1	1	E
1	6	1	1	3	1	1	1	1	E
1	4	3	3	2	2	1	2	1	F
4	6	3	3	1	2	1	2	1	F
5	4	3	1	2	2	3	1	1	F
5	6	1	3	1	2	4	1	1	F
5	6	1	1	1	2	3	2	1	F
2	4	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
1	6	1	3	3	2	3	2	1	F
1	4	1	3	3	2	4	2	1	F
2	6	1	3	3	1	3	2	1	F
1	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
1	6	1	3	3	1	3	2	1	F
2	1	1	1	3	2	3	1	1	F
1	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	2	2	1	F
2	6	1	3	3	1	3	2	1	F
2	6	1	3	2	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
4	6	1	3	2	2	1	2	1	F
2	6	1	3	2	1	4	2	1	F
2	6	1	3	2	2	3	2	1	F
2	6	1	3	3	1	3	2	1	F
5	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
2	6	1	3	3	1	3	2	1	F
